wrld_cacfe6b1-b2c1-40d0-8566-8edd4d96e9fd	1	0	Sarah Duck	Udon Bird Sanctuary ("Friendly, comfortable, small, real-world-analogous, uses your hands for that VR-essential feeling of embodiment.")	Explored
wrld_5be99c77-c734-4326-b15a-d5c01ac9b09a	1	0	Klinck	Particles (Music Visualizer) ("Show them something VRChat does really well: electronic music with flying colors. Then tell them about VRChat's amazing rave scene.")	Explored
wrld_f8cc996e-bc86-43dc-99fd-89bf2cfbf327	1	0	pema99	Shader Clay Sculpting ("Some more hands-on interaction. Tell them about creating studio art in VR, and tell them about @VermillionVR while you're at it.")	Explored
wrld_a244ea7c-0c05-4349-b146-b64006347e5d	1	0	Shatoo	[Environment][Calm Comfort] Sakura Island ("Show them some wonder and imagination with a dose of surreal.")	Unexplored
wrld_3b7c002d-a027-40c2-af39-e5ec9bddb3f0	1	0	yorimiya57	Star Size Comparison ("Now that wonder is on the table, show them VR's potential to supplement education; use 3D presence to make them feel the scale of stars and planets.")	Explored
wrld_5f358876-6be8-48e2-9a58-1d9ae3aea1b2	1	0	Luftprut	[Musicmaking] Musical Flowers ("Chill for a minute with some more hands-on good vibes.")	Explored
wrld_98db9e8c-0213-40d4-ba86-89fc38fcb08d	1	0	yoshio_will	Just Paint and Chill ("Do some more art. 2D this time.")	Explored
wrld_c00d3ef8-cdb6-40ad-88e2-cce67d0ef14f	1	0	EstyOctober	[Explore & Imagine] Steps of the Campanula - カンパニュラの足音 ("Now that you're grounded a bit more, time to get surreal again.")	Explored
wrld_70353369-ba69-46ab-a20b-f6112c82adba	1	0	Ostinyo	Putt Putt Quest ("..and that's enough exploring VRChat to start. Time to play a game. Mini-golf is the perfect low-intensity easy-pace place to start.")	Explored
wrld_1b482eca-bede-4de8-88a8-bbb6ca7e24cd	1	0	sovren	[Hangout] Sovren's Chill home ("Finally, if you made it this far, relax and debrief in any of the dozens of cozy Quest-compatible hangout worlds. Make a private instance of something good in the Hot or  Spotlight row.")	Explored
wrld_08224159-9d4e-4fe8-991f-4904d17d9969	1	0	Bepsi Train	[Explore & Imagine][Eye Candy & Sound] Lunar Capital ("This and below entries are on @jokerispunk's spreadsheet--but not the Twitter thread--as bonus ideas!")	Explored
wrld_156acab9-b4d0-4c1b-abb2-e2df6658cafe	1	0	uber5001	[Musicmaking] Pianos	Unexplored
wrld_63ea503e-9330-45bb-88d8-5eea6eb90d95	1	0	Ivylistar	[Musicmaking] Vibraphone	Unexplored
wrld_5cb4db8b-f44c-47f2-b17b-55d353261559	1	0	akalink	[Musicmaking] Drumspace Quest Drum Machine	Unexplored
wrld_cccee80a-e3b0-42a3-8e5c-be1f6676bb9a	1	0	Temporal	[Musicmaking] Piano Lounge	Unexplored
wrld_f76dc2d7-a9a5-434a-965f-c6e5cb94ecc8	1	0	LiterallySmith	[Musicmaking] MARIMBURE ｜ Marimba ｜ マリンバ ｜ MARIMBURE（メルのシアター）	Unexplored
wrld_f8c4b5c3-6b46-4ea4-8b3d-72b6312f5cea	1	0	hamuheri	[Musicmaking] OtamaTone VR	Unexplored
wrld_6a747546-1cee-4b60-b5ea-1c3d4d2ab501	1	0	Nerd Koopa	[Environment] 8-bit Cyberpunk Junction	Explored
wrld_54e4eb6c-711d-4711-ae3d-cf9179bcbf7b	1	0	Latiprod	[Environment] [Omori] Deeper Well HD	Explored
wrld_3f37d8a9-e795-4905-b549-59f7f167a822	1	0	ミツミル	[Environment] Madilim na Kastilyo	Unexplored
wrld_e933926e-debb-4710-9e70-be164359fce4	1	0	Juice...	[Environment] FiveSkies	Explored
wrld_b0ffc826-72f3-4e96-bbde-b2664a29c841	1	0	pandaaxolotl	[Environment] MUSHROOM	Unexplored
wrld_6395d9fb-22f8-4f8b-a463-1debd44fa565	1	0	speedbuiz	[Environment] Patchouli Park	Unexplored
wrld_31a96742-b161-4f76-96c5-5105b64ff0f7	1	0	M E R C	[Environment] A D R I F T	Explored
wrld_c670c420-f57c-4fbb-b73d-33b6c0d0f9f9	1	0	blueasis	[Environment] The Junkyard!	Unexplored
wrld_bfbfef9d-3084-41b5-b68a-97b2667a04c8	1	0	Mankey	[Environment] Amber Glade	Explored
wrld_566ff86a-bd70-4037-9bd5-7bba189e9267	1	0	Vasya	[Environment][Big Hangout] 5 Пятёрочка Russian	Unexplored
wrld_84c9fa78-391b-4f8c-a80b-31d3264867ea	1	0	Ethosaur	[Environment] Slop & Slime Burgers	Unexplored
wrld_d51cc8d4-7e10-4622-93e0-3f7396855c1f	1	0	_Asylum	[Calm Comfort] Summer Mountains	Unexplored
wrld_26c6bbfd-2cca-41f8-be8e-878b749e3b76	1	0	Juice...	[Calm Comfort] CottonFox Isle	Unexplored
wrld_9aafacdc-8752-4764-a6e8-35fc9034c38d	1	0	CKTheFrog	[Calm Comfort] Kokiri Forest	Unexplored
wrld_b2728671-9935-4595-b971-8e60bfcd1942	1	0	1001	[Calm Comfort] Bamboo Temple	Unexplored
wrld_1ac5fb7f-bd37-426f-9d19-5bfc6fb066a5	1	0	Maebbie	[Calm Comfort][Big Hangout] Eventide	Explored
wrld_210b8473-9bfd-477e-99cc-44fffb6bba52	1	0	_Asylum	[Calm Comfort] Rainbow Ruins	Unexplored
wrld_07681f2b-14ba-4c75-8848-b0578f624808	1	0	blueasis	[Calm Comfort] Crafty Climbers	Unexplored
wrld_066616c9-1eb6-4931-9cf5-14ca5eba4be7	1	0	Fionna	[Explore & Imagine] Le Froge Ponde	Unexplored
wrld_71c70c71-c70c-71c7-0c71-c70c71c70c71	1	0	Table.	[Explore & Imagine] Truancy	Unexplored
wrld_c2d17549-7116-468d-ad7b-f3537342843d	1	0	meltingarmymen	[Explore & Imagine] Hachinosu Base Mars	Unexplored
wrld_f9ac509f-b358-463e-ac46-7ca8707f8f84	1	0	Kᴏᴠᴀ	[Explore & Imagine] Ball Pit in Space	Unexplored
